time,event,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
15.98,1,0.7501178742251069,-0.3507186283104466,0.7785785238130415,-1.8231826776242341,1.1501955084026732,0.09645860882405802,-0.28989557813484745,0.5187563687959039,2.6808642547339208,-0.6483292313526726,1.0077024588932753,0.12233105192695917,1.2431674293459782,-0.17746279603197304,-0.7420171366483275,1.2367444791354032,-0.005186350171913423,-0.03683594824480683,0.3638741882227808,-0.9425732482451233
6.05,0,-0.05366534771755521,1.1939127037344173,-1.291903928952067,0.09188829269554877,1.214249911300711,0.4408228889125634,-1.5062807649022532,-0.7235454879175015,-0.9964082670131444,0.6726693475473278,-1.228991284446838,0.05357970032614886,-0.576019424418141,-1.3272912271433976,0.5994458917410561,-1.4522246586140586,-0.14920006832973176,0.46101643301225853,1.1814002629903158,-0.9856517817263508
2.02,0,0.9393065631930162,-0.012986588350460985,-0.6185921631604555,-0.8796311951562916,0.6040018333910858,-0.9949222554220086,-0.745068731584703,-0.8772128076743001,0.8566453200877697,-0.3246440047411282,1.1056410025635486,0.5913066153441502,1.2911805605024362,1.2338162089390523,-0.8170182383718689,1.7325592797497642,1.2101405937980132,-0.9542811469063963,-1.2894801950438077,0.5482844757846462
6.16,1,-0.7526490989110094,-0.6223153526544521,0.41776939611529323,-0.024201814094045662,-0.48311196507528864,0.5446751697492886,0.588632405831734,0.21010609470147268,0.86728213480052,-0.583583419177812,-1.4230659384355746,-1.0033974634200746,-1.325958640041459,-0.02956860215124435,-0.6664917711061644,0.36342641374588075,0.03989108016908478,1.6958198454915847,-0.6281264075065444,0.7180264776510287
18.46,0,0.899899150024215,0.6523726331392782,-0.9188890357842511,-0.6806704036036277,-0.6692934601634769,-1.1633988090496,-0.845462036243899,-1.9209450457329735,0.5470321954606651,1.9312868356098905,-1.0607010806049122,1.2714466463349403,1.695295081191992,-1.3917944689991937,-0.8408240419196817,2.4667657639803777,1.5880139631499166,-0.8083206052480485,-1.3643494484548382,-0.7417702834781523
1.05,1,0.2523462531085855,0.2179082401812289,0.004341808922997056,1.5177378496796923,2.1893960076478325,0.049851018834635434,-0.4391161006431953,-1.1267861157220616,1.3082475880139577,0.7119904029857596,-1.6486198746997656,-0.0468631588167497,0.02716291312871128,0.5948197012758277,1.1590227868668106,0.6010360484834761,-0.6323603272850865,0.7190255045484122,0.20724730263448501,0.3333809321315976
40.87,0,0.6933460178581459,1.2408989304819409,0.39984702374941283,-0.9408375609452846,0.8378341423313862,-1.1081806767399445,-0.6882673353514437,-0.8369687469187373,-1.3671801401470618,0.8195334093950282,-0.11583910017196579,-0.48845836194602593,-1.0993597693046762,0.40219686149317563,-0.13198548922396874,0.5350695226926899,-0.6801317479480288,0.2845504685659322,-0.048766036555958216,-0.14434058372869635
10.9,1,-2.0342798245884532,0.16569635554829165,-0.24759985602692972,-0.826516062019572,0.9670171232403646,-0.4999023735719855,0.051455514521086716,-1.2362784583731832,-1.209061015620685,0.9117056024668782,0.9518477444494923,-1.30758880176301,-1.1434245724002536,0.7868834045353723,0.1742272967691533,0.237419705047818,0.7104077242622506,1.5271043092802716,0.7393093661715794,0.3829907684629278
12.98,0,1.5729572945458543,-0.2935982334878734,-0.2354233858244593,-0.8302621263446247,-0.026720841801928432,-0.4848061256457921,-0.11929541504132536,2.2498027391652697,1.9528443717274724,-0.38076165953812896,0.5597355325788498,0.0644877955228319,0.4886043100999013,0.7338408726529868,0.655912894772505,-0.38379946846724944,2.010325970089837,-1.9105708452072272,-0.11018197306043394,0.7880532421039282
4.35,0,1.773724389188627,-1.3594321228185131,-0.7478107893438303,0.7288963463413202,-0.25210615956212,0.08529702357001445,0.5065390475447477,-0.03718862111578609,1.740359952824378,-0.614898059261987,0.7704491177076932,0.6474897857453831,0.3870996913678131,-0.5759974365144288,-0.2968346364001072,1.8165642814191545,0.8475435311931802,1.2293502197326864,-1.104602477373096,-0.15018625081773188
22.82,0,0.5575980969845994,-0.25273086456622057,0.6794630231973658,-0.8304701394014541,0.5121361189872956,0.24314477314247426,1.645659475146956,1.0801799805913472,0.777752805109793,1.0605115751371685,1.4849480046735046,-0.4302663495777124,1.2542817532364572,-0.26141120643733845,-0.4600594807062583,-0.3408743716201144,0.04318614994328889,0.12920278535830745,0.33183420858788254,-1.1366423986637488
0.46,1,-1.4198295802928154,-0.9230649611176253,0.31338006989337,0.009476151790551848,0.4679661064137762,-1.2346254397972685,0.0012856810653762752,-0.4347518190153553,-0.5469204696064656,0.8954160897556682,-0.3183687960377058,1.7548808148247173,-0.09487211628698164,0.8427182552326344,0.7003708107626738,0.004570202990778154,0.9440105766597485,-0.24603515406022972,2.4106179668570684,1.2237681490819077
0.16,1,-2.229508127295621,-0.22129855592516073,0.056156244115988026,-0.44851656914991184,-1.519883936306569,-0.37798285250094193,3.2399087631227124,0.5418270431858618,-1.8466414651528167,0.9361027109732208,-1.036776540563239,0.5399846888527224,-0.5768374691124464,0.9206331038109052,-0.4648011220975765,-0.4619556935881117,-1.808337164439174,2.0037392404442924,-1.2321418385533236,0.4314296540020861
1.58,1,-0.8531251480466937,-0.11198532346280568,0.16036390741802997,-0.8829003050209226,-0.7059535669371875,0.20471908718352821,-5.031593185004498e-05,0.5297038918322509,0.7382948272075219,-0.08481988202878177,0.2964433244940014,-1.0080105017447727,-1.0709825663799033,0.9162540368950588,-0.0708270581858607,-0.6321044140180198,-0.43232036513525446,-0.5318695714828666,-0.03905249782817478,-0.6475218683593952
3.0,0,1.2051909791043718,0.06599755589161806,-0.29027762531559104,-0.7438229026817216,-0.02246795877687421,1.5438786006413365,-0.6244955535086854,1.2757262661483948,0.3411323134690458,1.952914297375837,-1.7890785049982232,-0.41129325541217826,-2.2567751765565123,0.3107706377637153,1.219703829467301,-0.4971968959918802,0.7865017866135707,0.17963889814405115,0.27039307841766996,-0.9849494025425131
5.54,0,0.37189937049839833,-0.46961470703302194,0.029655555327931894,-0.1514336592865986,-0.4313127704554016,0.3460690892808054,0.0828886055539854,0.1729396484038306,0.8924392781892176,-1.62547450048057,-1.1743460910220531,0.02118851519897989,-0.7307861732637825,0.9411877219704355,-1.262662082389577,-0.33827762923361715,1.090445745284949,1.6738066998413081,-0.3321990396749474,1.1576612593304683
22.43,1,-1.1911889224005245,-0.277991629491381,-1.1185672406525002,-0.09053111782583086,-0.7412239991395035,0.34721447266445954,0.2406423245620547,0.25887545035536197,-0.7537074401400942,-1.1639975095971544,-1.9342482144984396,-0.617974070852201,-0.9963254238048915,0.7943244881234784,-0.14543397664270244,0.09010613452668968,0.12943040071525805,-1.0951290126039122,1.439370916760885,2.620378377773012
7.77,0,-0.21118549822053723,0.3293348713185224,-1.5454163804448582,0.7018735597584042,-0.28087472759917137,-0.894152235856974,-0.4250547989964204,-0.35398806572500885,-0.7833953166594472,-0.6142833731518978,-0.7797945313371261,0.8307252856590145,-0.4307082025629192,1.2001585626567266,1.9813341596517082,0.7083656218486285,-0.054720314894536874,1.5058242408452196,-0.6726005750846772,0.655988806101285
1.38,1,-0.143469990365657,-2.2604520374569868,0.7005190060790035,0.06230168032135076,1.044519582005299,1.3479842896529857,-1.0958514245052196,1.0434816450590911,1.2538942670948081,-0.9091925504711924,-0.2399319423787242,-2.3639210361241285,1.4683622704221755,-1.7694321849095676,0.7937246577131036,-0.8572510089182678,0.42657961831256935,0.1604891039677245,-0.6064371429974134,0.016193677661187584
49.1,1,1.5368450361647281,1.7113111975980495,0.11655140626460199,0.17118068769162642,0.49099227613738305,-0.03799193546891381,-1.11876614566771,-0.46588316520050416,-0.7529087627654908,-1.1276510338257104,0.6833774609352983,-1.207533752037871,0.051551887828768156,1.1992560473031542,0.17820019475891266,-0.4676709000566219,0.7306617120441621,-0.9054170605419268,0.6092006469452584,-2.1283366892051085
5.17,1,-0.8074253012816178,-2.084660494422272,-0.6119316129667856,-0.45562681039802166,0.1404480299256904,-0.09572011575698863,-2.1353276048523666,-0.19869165113298046,0.8474019350380833,0.6902774361022253,1.6197628687327719,-0.3973614020422558,0.7701895385790315,-0.5131712082665529,1.0616492229053307,0.8619950226167368,1.6572502795827753,-0.7808071930388428,-0.9528575594683849,-1.6464854269506308
13.88,1,0.6556049834386908,-0.023325580943014207,-0.02123408367942805,1.6853474288361183,-0.5688635005395999,0.271827658908621,-0.27472345162243833,1.0163428370718357,-1.5631173960090048,-0.3904603230752919,0.012898799002860927,-0.030237882987789965,-0.9975141267477099,-0.5538991072805024,0.8039476958990726,-0.17926246128784618,-2.3378971613664583,0.4013594911804373,0.7318289868625271,0.29821192205543323
